"specials.name.a_cozy_break","舒適小憩"
"specials.name.lava_splash_dragon_pve","靈火水花"
"specials.name.lavablow","火焰突擊"
"specials.name.lavablow_pve","火焰突擊"
"specials.name.lavaslash","熔岩斬"
"specials.name.leaf_blast","樹葉爆裂"
"specials.name.leafglow_bloom","長葉綻放"
"specials.name.leaping_attack","跳躍攻擊"
"specials.name.leeching_saw","水蛭之鋸"
"specials.name.leeching_stars","水蛭之星"
"specials.name.leeching_worms","吸血蠕蟲"
"specials.name.legacy_of_darkness","暗黑遺產"
"specials.name.legerdemain","戲法"
"specials.name.legerdemain_heart","十字形"
"specials.name.legerdemain_joker","星星"
"specials.name.legerdemain_skull","骷髏"
"specials.name.legions_of_darkness","暗黑軍團"
"specials.name.legions_of_tyrant","暴君軍團"
"specials.name.lethal_needles","致命之針"
"specials.name.lethal_needles2","致命之針"
"specials.name.levitating_lunchbox_deluxe","飄浮豪華午餐盒"
"specials.name.lifeforce_leech","生命水蛭"
"specials.name.light_barrier_dragon_pve","光之壁壘"
"specials.name.light_grenades","光之手榴彈"
"specials.name.light_grenades2","光之手榴彈"
"specials.name.light_my_fire","燃起我的烈火"
"specials.name.lightning_charge","閃電衝鋒"
"specials.name.lightning_stream","連續閃電"
"specials.name.lightning_stream2","連續閃電"
"specials.name.lightning_ultimatum","閃電最後通牒"
"specials.name.lightning_ultimatum_pve","閃電最後通牒"
"specials.name.litter_of_kittens","一窩小貓"
"specials.name.liturgy_of_the_fallen","墮落禱文"
"specials.name.looking_for_love","尋愛"
"specials.name.lookouts_refreshment","守望茶點"
"specials.name.loom_of_destruction","毀滅織布機"
"specials.name.lord_of_the_jungle","叢林領主"
"specials.name.lords_blood_poisoning","悲情黎明"
"specials.name.love_at_first_sight","一見鍾情"
"specials.name.love_conquers_all","真愛無敵"
"specials.name.love_conquers_all_pve","真愛無敵"
"specials.name.loving_queen","愛意女王"
"specials.name.lucky_coin","幸運幣"
"specials.name.lucky_nine","幸運之九"
"specials.name.luminescent_electrocution","發光觸電"
"specials.name.luminous_lance","光輝長槍"
"specials.name.lunar_blessing","月神祝福"
"specials.name.lunar_blessing_moon_beam","月光射線"
"specials.name.lunar_bloom","月亮花"
"specials.name.lunar_locket","月亮吊墜"
"specials.name.lunar_shield","月之盾"
"specials.name.lunar_spear","皎月之矛"
"specials.name.luring_song","誘惑之歌"
"specials.name.machinists_cutlass","機械師的彎刀"
"specials.name.mad_as_a_hatter","瘋帽子先生"
"specials.name.mad_rat_mania","瘋狂老鼠狂熱"
"specials.name.mad_tea_party","瘋狂茶會"
"specials.name.madrigal_of_mayhem","騷亂牧歌"
"specials.name.mageball_blast","魔球爆裂"
"specials.name.mageball_blast_pve","魔球爆裂"
"specials.name.magic_mirror_of_power","力量魔鏡"
"specials.name.magical_balan","神奇巴蘭"
"specials.name.magical_sword","魔力寶劍"
"specials.name.magma_boulders","岩漿巨石"
"specials.name.magma_smash","岩漿粉碎"
"specials.name.magmatic_burns","岩漿灼燒"
"specials.name.magmatic_tempest","岩漿風暴"
"specials.name.magnificent_meal","豐盛大餐"
"specials.name.maidens_command","少女之命"
"specials.name.maidens_orders","少女之令"
"specials.name.make_them_harmless","使其無害"
"specials.name.malevolent_toys","惡毒玩具"
"specials.name.malison_of_the_wildlands","荒地詛咒"
"specials.name.mallet_swing_of_the_beast","野獸槌揮擊"
"specials.name.mana_immolation","法力獻祭"
"specials.name.mana_manipulation","法力操控"
"specials.name.mana_scavange","法力搜刮"
"specials.name.mana_stealer","先知之眼"
"specials.name.mantis_strike","螳螂打擊"
"specials.name.marble_frenzy","彈珠狂潮"
"specials.name.marc","瘋狂戳刺"
"specials.name.mark_of_anubis","阿努比斯印記"
"specials.name.mark_of_fire","烈焰印記"
"specials.name.mark_of_ivy","青藤印記"
"specials.name.mark_of_nature","自然印記"
"specials.name.mark_of_the_jackal","胡狼印記"
"specials.name.mark_the_prey","標記獵物"
"specials.name.marked_aim","致命瞄準"
"specials.name.martial_dance","凱恩神威"
"specials.name.martial_masterstroke","軍法妙招"
"specials.name.martial_prowess","武術神威"
"specials.name.masons_rage","梅森之怒"
"specials.name.massive_bite","巨力狠咬"
"specials.name.massive_chop","巨力砍擊"
"specials.name.massive_cleave","巨力劈擊"
"specials.name.massive_swing","巨力揮擊"
"specials.name.master_of_ailments","異常大師"
"specials.name.master_plan","絕妙之計"
"specials.name.masterful_balance","大師級平衡感"
"specials.name.masterful_manipulation","精到操縱"
"specials.name.mauling_tusk","莽擊獠牙"
"specials.name.mean_jab_dragon_pve","卑鄙猛刺"
"specials.name.mechanical_augmentations","構造體增幅"
"specials.name.medicinal_drool","藥用口水"
"specials.name.medicinal_fumes","藥用煙霧"
"specials.name.melody_harvest","旋律豐收"
"specials.name.melody_of_mana_control","法力控制旋律"
"specials.name.melody_of_misery","苦難旋律"
"specials.name.memory_manipulation","記憶操控"
"specials.name.memory_of_the_queen","女皇的記憶"
"specials.name.mending_bronze_axe","修復青銅斧"
"specials.name.mending_mantra","修補咒語"
"specials.name.mending_stitches","修補縫針"
"specials.name.merciless_bite","無情撕咬"
"specials.name.merciless_execution","無情處決"
"specials.name.merciless_pulverizer","無情粉碎"
"specials.name.merriest_misery","愉悅苦難"
"specials.name.mesmerizing_mirror","迷人的鏡子"
"specials.name.miasma_mace","沼氣鎚矛"
"specials.name.midnight_magic","午夜魔法"
"specials.name.midnight_moon","午夜明月"
"specials.name.midnight_smite","午夜重擊"
"specials.name.midnight_strike","午夜之擊"
"specials.name.midsummers_dream","仲夏夜之夢"
"specials.name.midsummers_reverie","仲夏夜白日夢"
"specials.name.might_of_ares","阿瑞斯之力"
"specials.name.might_of_excalibroom","王者掃帚神力"
"specials.name.might_of_the_ice_giants","冰雪巨人蠻力"
"specials.name.might_of_the_ice_giants_final","冰雪巨人蠻力"
"specials.name.mimic_bite","模仿怪之咬"
"specials.name.mimic_bite_burn","腐蝕性啃咬"
"specials.name.mimic_bite2","猙獰模仿怪之咬"
"specials.name.mimic_bite3","模仿怪之貪婪"
"specials.name.mimic_bite4","模仿怪之挑釁"
"specials.name.mimic_special","狡猾怪獸"
"specials.name.mimic_special2","狡猾怪獸"
"specials.name.mimic_training_hero_blue_bite","貪婪吞噬"
"specials.name.mimic_training_hero_green_bite","貪婪吞噬"
"specials.name.mimic_training_hero_purple_bite","貪婪吞噬"
"specials.name.mimic_training_hero_red_bite","貪婪吞噬"
"specials.name.mimic_training_hero_yellow_bite","貪婪吞噬"
"specials.name.mind_blast","心靈爆破"
"specials.name.mindless_attack","莽夫亂拳"
"specials.name.minion_scrutiny","小兵審查"
"specials.name.mischievous_flourish","調皮興旺"
"specials.name.mischievous_flourish_pve_advanced","調皮興旺"
"specials.name.mischievous_flourish_pve_normal","調皮興旺"
"specials.name.mischievous_tiein","調皮綑綁"
"specials.name.missile_mania","瘋狂飛彈"
"specials.name.mist_of_the_fallen","墮落迷霧"
"specials.name.mistletoe_medley","槲寄生混合曲"
"specials.name.misty_punches","迷霧搥擊"
"specials.name.mixed_green_herbs","混合綠草藥"
"specials.name.molten_wax","熔融蠟"
"specials.name.monastic_restraint","修道克制"
"specials.name.monstrous_bite","怪獸狠咬"
"specials.name.moody_jab_dragon_pve","喜怒無常猛刺"
"specials.name.mooing_for_a_fight","吽吽戰意"
"specials.name.moon_boomerang","月亮迴力鏢"
"specials.name.moon_crush_beam","碎月光線"
"specials.name.moonlight_crescendo","漸強月光"
"specials.name.moonlight_serenade","月光小夜曲"
"specials.name.moonlight_sonata","月光奏鳴曲"
"specials.name.moonstone_glare_dragon_pve","月石眩光"
"specials.name.moreau_phase1_special","盲目之惡"
"specials.name.moreau_phase2_special1","盲目之惡"
"specials.name.moreau_phase2_special2","盲目之惡"
"specials.name.morning_catch","早晨抓捕"
"specials.name.mother_dragons_love","龍母之愛"
"specials.name.motherly_care","慈母照護"
"specials.name.motherly_care_pve","慈母照護"
"specials.name.motherly_love","慈母之愛"
"specials.name.muffin_poisoning","鬆餅中毒"
"specials.name.multi_elemental_mark","多元素印記"
"specials.name.multi_throw","多方飛擲"
"specials.name.mummy_slash","木乃伊斬擊"
"specials.name.mummy_strike","木乃伊打擊"
"specials.name.musketeers_deal","火槍手的交易"
"specials.name.musketeers_mead","火槍手的蜜酒"
"specials.name.mutated_specimen","突變樣本"
"specials.name.mutating_mixture","突變混合物"
"specials.name.mystery_potions","神秘藥水"
"specials.name.mystic_chop","神秘砍擊"
"specials.name.mystical_concerto","神秘協奏曲"
"specials.name.mystics_virtue","神秘美德"
"specials.name.mythic_lightning","神秘閃電"
"specials.name.nasty_hammer","猛暴鎚擊"
"specials.name.natures_blessing","狂戰士暴怒"
"specials.name.natures_connection","自然連結"
"specials.name.natures_fury","自然之怒"
"specials.name.natures_payback","大自然的復仇"
"specials.name.nebula_orb","星雲之球"
"specials.name.nebula_orb_ultimate_boss","星雲之球"
"specials.name.necronomicon_page_13","死靈之書第13頁"
"specials.name.nephrite_blade","軟玉刀鋒"
"specials.name.nethershield","幽冥護盾"
"specials.name.never_ending_winter","永無止境的冬季"
"specials.name.night_falls","夜幕降臨"
"specials.name.night_of_crimes","罪惡之夜"
"specials.name.nightbloom_dust","夜綻煙塵"
"specials.name.nightglade_pollen","夜林花粉"
"specials.name.nights_whisper","夜之低語"
"specials.name.nimble_bite","敏捷之咬"
"specials.name.nine_dragon_strike","九龍打擊"
"specials.name.nobles_empathy","悲憫之心"
"specials.name.nobles_empathy_costume_artisan","書法家的共情"
"specials.name.nomadic_hymn","流浪讚歌"
"specials.name.northern_wanderer","喜悅後援"
"specials.name.noxious_blossom","毒花盛放"
"specials.name.noxious_chord","毒和弦"
"specials.name.noxious_cleave","厭惡劈擊"
"specials.name.noxious_cleave_pve","厭惡劈擊"
"specials.name.nuts_of_yggdrasil","世界樹堅果"
"specials.name.oath_of_templar","聖殿騎士誓言"
"specials.name.obliterating_surge","湮滅之浪"
"specials.name.ocarina_windsong","陶笛風歌"
"specials.name.occult_redemption","神秘救贖"
"specials.name.ocean_vortex","海洋漩渦"
"specials.name.oceanic_offensive","海洋攻勢"
"specials.name.oceanic_slayer","潮汐屠戮者"
"specials.name.oceanic_suffering","海洋苦難"
"specials.name.oceans_decay","海洋腐朽"
"specials.name.oceans_embrace","大海擁抱"
"specials.name.oceans_ruin","海洋遺跡"
"specials.name.odd_drum_roll","奇怪的鼓聲"
"specials.name.oji_waza","防守技巧"
"specials.name.old_curse","古老詛咒"
"specials.name.omega_flame","奧米加打擊"
"specials.name.omega_strike_dark","奧米加打擊"
"specials.name.omega_strike_fire","奧米加打擊"
"specials.name.omega_strike_holy","奧米加打擊"
"specials.name.omega_strike_ice","奧米加打擊"
"specials.name.omega_strike_nature","奧米加打擊"
"specials.name.omen_of_retribution","懲戒徵兆"
"specials.name.omnicure","群體治療"
"specials.name.omniheal","群體恢復"
"specials.name.omnimend","全方位修補"
"specials.name.one_hit_wonder","一片歌手"
"specials.name.one_jump_ahead","縱身一躍"
"specials.name.one_spell_ahead","先行施咒"
"specials.name.opposing_raid","對立的掠奪"
"specials.name.orchestra_of_candles","蠟燭樂團"
"specials.name.orchids_and_roses","蘭花與玫瑰"
"specials.name.order_ambush","奉命伏擊"
"specials.name.order_ambush_pve","奉命伏擊"
"specials.name.order_from_the_depths","深淵秩序"
"specials.name.order_to_overwhelm","萬眾歸心"
"specials.name.orsoldoon","奧蘇東"
"specials.name.overpowering_grip_dragon_pve","強烈之握"
"specials.name.overvlowing_whirlwind","超量旋風"
"specials.name.overwhelming_raid","難以抵擋的突襲"
"specials.name.owls_blessing","貓頭鷹的庇佑"
"specials.name.pacifying_presence_dragon_pve","平息之力"
"specials.name.pain_harvest","痛苦收成"
"specials.name.paragon_of_constellations","星座典範"
"specials.name.paralyzing_spore","癱瘓孢子"
"specials.name.parcel_of_the_dragon_familiar","龍寵包裹"
"specials.name.passion_conquers_all","熱情克服萬難"
"specials.name.pathfinders_compass","尋路者的指南針"
"specials.name.paw_in_every_pie","處處留爪"
"specials.name.pawns_of_divinity","神聖兵卒"
"specials.name.paws_or_claws","掌或爪"
"specials.name.peach_of_immortality","永生之桃"
"specials.name.pearls_of_rejuvenation","回春珍珠"
"specials.name.perfect_riposte","完美還擊"
"specials.name.perfect_shot","完美一擊"
"specials.name.perfect_teamwork","完美的團隊合作"
"specials.name.perfume_cloud","香水之雲"
"specials.name.perilous_gift","險惡禮物"
"specials.name.perilous_present_pve","險惡禮物"
"specials.name.perilous_waters","險惡水域"
"specials.name.perplexing_riddle","不解之謎"
"specials.name.pest_control","害蟲防治"
"specials.name.pet_larva","寵物幼蟲"
"specials.name.petals_of_nourishment","營養花瓣"
"specials.name.petrifying_knuckles","石化納寇斯"
"specials.name.petrifying_performance","石化演出"
"specials.name.picnic_in_the_sky","天上野餐"
"specials.name.pie_of_protection","保護派餅"
"specials.name.piercing_falcon","刺穿飛鷹"
"specials.name.piercing_hit","刺穿一擊"
"specials.name.piercing_practice_slash","刺擊練習劈斬"
"specials.name.piercing_sabre","穿刺軍刀"
"specials.name.piercing_scream_dragon_pve","刺耳尖叫"
"specials.name.piercing_shot","穿刺射擊"
"specials.name.piercing_strike","刺穿打擊"
"specials.name.piercing_tusk","尖刺獠牙"
"specials.name.pincer_claw","鉗螯"
"specials.name.pincer_claw_deadly","鉗螯"
"specials.name.pineapple_alchemist","鳳梨鍊金術士"
"specials.name.pineapple_barbeque","鳳梨烤肉"
"specials.name.pirate_shot","海盜射擊"
"specials.name.pirates_vengeance","海盜的復仇"
"specials.name.pixie_dust","皮克西之塵"
"specials.name.plague_bite","瘟疫撕咬"
"specials.name.plague_blade","瘟疫之刃"
"specials.name.planar_time_widget","平面時間小工具"
"specials.name.planetary_charge","行星衝鋒"
"specials.name.plantipede_sting","植化蜈蚣刺"
"specials.name.plentiful_harvest","大豐收"
"specials.name.plentiful_minerals","豐富礦產"
"specials.name.plume_flash","羽毛閃電"
"specials.name.poem_of_the_centaurs","人馬怪詩篇"
"specials.name.poem_of_the_morass","沼澤之詩"
"specials.name.poetic_justice","詩意正義"
"specials.name.poets_protection","詩人的保護"
"specials.name.pointy_darts","尖頭飛鏢"
"specials.name.poison_bite","劇毒撕咬"
"specials.name.poison_bite_dragon_pve","劇毒撕咬"
"specials.name.poison_bolt_zidane","劇毒弩箭"
"specials.name.poison_claw","劇毒利爪"
"specials.name.poison_jolt","劇毒震顫"
"specials.name.poison_strike","劇毒打擊"
"specials.name.poison_tipped_arrow","劇毒箭"
"specials.name.poison_web","劇毒蛛網"
"specials.name.poisoned_blade","劇毒利刃"
"specials.name.poisoning_blade","劇毒利刃"
"specials.name.poisonous_mist","毒霧"
"specials.name.poisonous_saliva","劇毒唾液"
"specials.name.polar_bash","極地猛擊"
"specials.name.polar_night_blizzard","極地夜暴雪"
"specials.name.poleaxe_of_the_law","執法長柄斧"
"specials.name.polestar_expedition","北極星遠征"
"specials.name.pompous_flex","花俏炫耀"
"specials.name.portents_of_future","未來預兆"
"specials.name.possessed_strike","瘋狂打擊"
"specials.name.possessor_of_penance","贖罪之人"
"specials.name.postal_pulverizer","樁柱粉碎"
"specials.name.potion_cocktail","藥水調酒"
"specials.name.potions_of_covetous_desire","貪慾藥水"
"specials.name.potions_of_covetous_desire_pve","貪慾藥水"
"specials.name.potions_of_havoc_and_healing","混亂與治療藥水"
"specials.name.pounce_of_the_lioness","獅子猛撲"
"specials.name.pounding_attack","重擊攻擊"
"specials.name.power_of_ajna","額輪之力"
"specials.name.power_of_flora","花卉之力"
"specials.name.power_of_mjolnir","雷神鎚之力"
"specials.name.power_of_the_forest","森林之力"
"specials.name.power_of_the_void","虛空之力"
"specials.name.power_punch","重拳"
"specials.name.power_slam","強力猛撞"
"specials.name.power_wave","強浪"
"specials.name.prayer_of_the_desert","沙漠祈禱者"
"specials.name.precious_pets","珍貴寵物"
"specials.name.precious_pets_pve_advanced","珍貴寵物"
"specials.name.precious_pets_pve_normal","珍貴寵物"
"specials.name.precise_chop","精準劈擊"
"specials.name.precise_riposte","精準還擊"
"specials.name.preserve_and_freeze","保存與冷凍"
"specials.name.prestidigitation","威望"
"specials.name.prestidigitation_cross","十字形"
"specials.name.prestidigitation_skull","骷髏"
"specials.name.prestidigitation_stars","星星"
"specials.name.primeval_glaive","太古闊劍"
"specials.name.princess_unleashed","釋放公主"
"specials.name.prosperity_for_domain","昌盛領域"
"specials.name.protective_stance","防禦姿態"
"specials.name.protector_of_the_blue_river","藍河守護者"
"specials.name.protein_corruption","蛋白質腐敗"
"specials.name.protein_eater","高蛋白食客"
"specials.name.pulsar_blast","脈衝爆裂"
"specials.name.pulsarstrike","脈衝星打擊"
"specials.name.pulverizing_ham","粉碎火腿"
"specials.name.pummeling","奮力連擊"
"specials.name.punishing_shot","懲罰性射擊"
"specials.name.punishing_shot_pve","懲罰性射擊"
"specials.name.punishing_strike","懲罰打擊"
"specials.name.puppy_tales","狗狗故事"
"specials.name.pure_shot","純淨射擊"
"specials.name.purification","淨化"
"specials.name.purifying_flame","淨化之火"
"specials.name.purifying_flame_pve","淨化之火"
"specials.name.purifying_hit","淨化敲擊"
"specials.name.purifying_ki","淨化之氣"
"specials.name.purifying_light","淨化之光"
"specials.name.purifying_strike","淨化打擊"
"specials.name.purple_beetloid_bite","紫色電磁甲蟲撕咬"
"specials.name.pursuing_shot","追擊射擊"
"specials.name.putrid_perfume","腐敗香水"
"specials.name.puzzling_paint","迷惑油漆"
"specials.name.puzzling_riddle","困惑之謎"
"specials.name.qilin_blade","麒麟刀"
"specials.name.queen_of_cards","撲克皇后"
"specials.name.queen_of_the_depths","深淵女王"
"specials.name.queen_of_the_depths_final","深淵女王"
"specials.name.queens_blood_poisoning","悲情黃昏"
"specials.name.queens_curse","沙暴"
"specials.name.queens_curse_pve","沙暴"
"specials.name.quick_and_nimble","輕巧快速"
"specials.name.rabbits_watch","兔子瞪眼"
"specials.name.raccoon_bite","浣熊撕咬"
"specials.name.radiant_comeback","光耀回歸"
"specials.name.radiant_rapid_fire","光耀速射"
"specials.name.radiant_shackles","光耀枷鎖"
"specials.name.radiant_sweep_dragon_pve","光耀之掃"
"specials.name.radiating_frost","散射冰霜"
"specials.name.rage_of_grimnir","格里米爾盛怒"
"specials.name.raging_tempest","狂怒風暴"
"specials.name.rain_of_arrows","箭雨"
"specials.name.rain_of_fire","火雨"
"specials.name.rain_of_fire_ultimate_boss","火雨"
"specials.name.raising_morale","提振士氣"
"specials.name.rally_of_the_deep","深淵召集"
"specials.name.ramming_pulverizer","錘擊粉碎"
"specials.name.ramming_rush","錘擊飛躍"
"specials.name.rapid_shots","快速射擊"
"specials.name.rattle_of_confusion","混亂吵鬧"
"specials.name.ravaging_talons","毀壞之爪"
"specials.name.ravening_blade","掠奪之刃"
"specials.name.ravenous_pounce","貪婪突襲"
"specials.name.ravens_vigil","渡鴉警備"
"specials.name.ravens_watch","渡鴉看守"
"specials.name.ray_strike","射線打擊"
"specials.name.razor_smile","剃刀微笑"
"specials.name.reanimated_spite","惡意重燃"
"specials.name.reanimated_spite_pve","惡意重燃"
"specials.name.reckless_charge","魯莽衝鋒"
"specials.name.reckless_finisher","魯莽終結者"
"specials.name.reckless_slash","魯莽連斬"
"specials.name.reckless_stab","魯莽戳擊"
"specials.name.reckless_swing","魯莽揮擊"
"specials.name.reckless_sword_swings","魯莽揮劍"
"specials.name.red_lizard_charge","紅色迷彩蜥蜴衝鋒"
"specials.name.red_shoes","紅鞋子"
"specials.name.red_sparks_dragon_pve","紅色火花"
"specials.name.reef_blast","礁石爆炸"
"specials.name.reflecting_stance","反射姿態"
"specials.name.regal_claws","王者之爪"
"specials.name.regal_spearhead","帝王先鋒"
"specials.name.regeneration","重生"
"specials.name.rejuvenating_elixir","活力靈藥"
"specials.name.rejuvenating_leap","回春跳躍"
"specials.name.relaxing_riddle","輕鬆謎語"
"specials.name.relentless_brawler","堅忍鬥士"
"specials.name.remedies_and_diseases","療法與疾病"
"specials.name.rending_dagger","撕裂匕首"
"specials.name.reporting_for_duty","報到值勤"
"specials.name.resolute_spirit","不屈精神"
"specials.name.resolute_spirit2","不屈精神"
"specials.name.restoration_and_annihilation","復滅並重"
"specials.name.resurrection_of_the_fallen","亡者復活"
"specials.name.resurrection_of_the_fallen_kemeny","亡者復活"
"specials.name.revengeful_smite","復仇重擊"
"specials.name.reverse_recovery","反向恢復"
"specials.name.reversed_lifeforce","反向生命"
"specials.name.revitalizing_melody","復甦旋律"
"specials.name.revitalizing_orb","活力之球"
"specials.name.revitalizing_sludge","活力污泥"
"specials.name.reviving_touch","復活之觸"
"specials.name.rhythm_of_havoc","毀滅之韻律"
"specials.name.riches_to_poor","錢如流水"
"specials.name.ricochet_bolt","彈射閃電"
"specials.name.riddle_of_the_moon","月亮謎語"
"specials.name.riddle_of_the_sun","太陽謎語"
"specials.name.riders_arrow","騎士的箭矢"
"specials.name.riders_lance","騎士的長槍"
"specials.name.rift_blade","裂隙之刃"
"specials.name.righteous_pulverizer","正義粉碎"
"specials.name.righteous_revenge","正義復仇"
"specials.name.righteous_stance","正義姿態"
"specials.name.righteous_strike","正義打擊"
"specials.name.rime_heart","霜之心"
"specials.name.ring_around_the_rosie","玫瑰花環"
"specials.name.rite_of_cuteness","審判公仔"
"specials.name.rite_of_glass","玻璃審判"
"specials.name.rite_of_judgement","審判儀式"
"specials.name.rites_of_inner_knowledge","內情儀式"
"specials.name.ritual_of_judgement","審判儀式"
"specials.name.ritual_of_the_deep","深淵儀式"
"specials.name.ritual_of_the_elements","元素儀式"
"specials.name.roadside_surprise","道旁奇襲"
"specials.name.roar_of_the_panther","黑豹之吼"
"specials.name.rockfall_bash","落石猛擊"
"specials.name.rod_of_freedom","自由之棒"
"specials.name.rod_of_torment","折磨之杖"
"specials.name.roman_cleave","斯巴達衝鋒"
"specials.name.roots_of_wrath","憤怒之根"
"specials.name.roots_of_yggdrasil","世界樹之根"
"specials.name.rose_bouquet_blast","玫瑰花束爆裂"
"specials.name.rotting_wound_dragon_pve","腐爛創傷"
"specials.name.rottman","瘋狂老鼠狂熱"
"specials.name.rough_and_tumble","混戰"
"specials.name.royal_assault","皇家襲擊"
"specials.name.royal_blades","貴胄之刃"
"specials.name.royal_meatball_buffet","皇家肉丸自助餐"
"specials.name.royal_poisoner","皇室投毒者"
"specials.name.ruby_rush","紅寶石猛攻"
"specials.name.rude_awakening","無理覺醒"
"specials.name.ruler_of_seas","海之統領"
"specials.name.ruler_of_seas_deadly","海之統領"
"specials.name.rural_chop","鄉村砍擊"
"specials.name.rush_of_flame","火焰猛攻"
"specials.name.rushed_melody","衝鋒旋律"
"specials.name.rusty_blade","鏽蝕利刃"
"specials.name.ruthless_gambit","無情金牌手"
"specials.name.sable_slasher","黑貂刀手"
"specials.name.sacrament_of_salvation","救贖聖禮"
"specials.name.sacred_horns","神聖角"
"specials.name.sacred_reflection","神聖反射"
"specials.name.saga_of_deliverance","解救傳奇"
"specials.name.saga_of_protection","保護傳奇"
"specials.name.salty_splash_dragon_pve","鹹水潑濺"
"specials.name.sanction_for_heresy","異端制裁"
"specials.name.sanctuary_of_light","光之聖殿"
"specials.name.sand_cyclone","狂沙旋風"
"specials.name.sand_cyclone_pve","狂沙旋風"
"specials.name.sand_wave_rana","浪湧正起"
"specials.name.sand_wave_yunan","抹煞"
"specials.name.sandstorm_strike","沙塵暴打擊"
"specials.name.sandworm_strike","沙蟲打擊"
"specials.name.sapphire_eyes","藍寶石之眼"
"specials.name.saturated_suffering","浸滲苦難"
"specials.name.savage_gobble_blue","野蠻吞噬"
"specials.name.savage_gobble_green","野蠻吞噬"
"specials.name.savage_gobble_purple","野蠻吞噬"
"specials.name.savage_gobble_red","野蠻吞噬"
"specials.name.savage_gobble_yellow","野蠻吞噬"
"specials.name.savage_talons","野蠻之爪"
"specials.name.scale_of_the_newt","蠑螈鱗片"
"specials.name.scaly_skin","鱗甲皮膚"
"specials.name.scar_of_the_depths","深淵刀疤"
"specials.name.scar_of_the_depths_deadly","深淵刀疤"
"specials.name.scarab_barrage","聖甲蟲彈幕"
"specials.name.scarab_blitz","聖甲蟲閃電戰"
"specials.name.scarab_bombardment","聖甲蟲轟炸"
"specials.name.scarab_rush","聖甲蟲急攻"
"specials.name.scarab_throw","聖甲蟲投擲"
"specials.name.scavenging_dash","掃蕩衝刺"
"specials.name.scepter_of_bundelkhand","蛾族權杖"
"specials.name.scepter_of_constellations","星座權杖"
"specials.name.scion_sword","望族之劍"
"specials.name.scion_sword_costume_white_raven","望族之刃"
"specials.name.scorching_orb","灼熱之球"
"specials.name.scoundrel_swing","無賴揮擊"
"specials.name.scourge_of_joy","喜悅之災"
"specials.name.scourge_of_the_strong","強者之災"
"specials.name.scouts_spyglass","密探的小型望遠鏡"
"specials.name.scroll_of_equations","均等卷軸"
"specials.name.scroll_of_fellowship","友誼捲軸"
"specials.name.scroll_of_navigation","導航捲軸"
"specials.name.scroll_of_new_beginnings","新開始捲軸"
"specials.name.scroll_of_spite","惡意捲軸"
"specials.name.scythe_of_sorceries","巫術鐮刀"
"specials.name.seabed_pirouette","海床趾尖旋轉"
"specials.name.seabed_sissonne","海床西頌步"
"specials.name.seal_of_ares","阿瑞斯緘印"
"specials.name.seal_of_fire","烈火緘印"
"specials.name.searing_frost","刺骨冰霜"
"specials.name.searing_strike","毀滅打擊"
"specials.name.seastar_burst","海星爆發"
"specials.name.seaweed_flail","海草連枷"
"specials.name.second_skin","第二層皮"
"specials.name.seeking_shots","追蹤射擊"
"specials.name.self_preservation","自我保護"
"specials.name.sense_of_wonder","驚奇感覺"
"specials.name.serenade_of_sedition","叛亂小夜曲"
"specials.name.servants_aid","僕從的幫助"
"specials.name.set_phase2","暗黑釋放"
"specials.name.set_phase3","最後一搏"
"specials.name.severed_seal","斷開封印"
"specials.name.severing_strike","斬斷打擊"
"specials.name.sewing_back_together","縫回原狀"
"specials.name.shackles_of_the_sea","海之枷鎖"
"specials.name.shade_cloak","潛影斗篷"
"specials.name.shadow_link","鋼鐵連結"
"specials.name.shadow_lunge","暗影戳刺"
"specials.name.shadow_monster_form","駭異連斬"
"specials.name.shadow_sidestep","暗影側步"
"specials.name.shadow_strike","聖甲蟲打擊"
"specials.name.shadow_sweep","暗影掃除"
"specials.name.shady_concerto","昏暗協奏曲"
"specials.name.shapeshifters_deception","變形者的欺騙"
"specials.name.shards_of_sun","太陽碎片"
"specials.name.shared_compassion","共享憐憫"
"specials.name.shared_visage","多面臉孔"
"specials.name.shark_bite","鯊魚咬擊"
"specials.name.sharp_cut","銳不可當"
"specials.name.sharp_knife","鋒利刀刃"
"specials.name.sharp_stingers","銳利刺針"
"specials.name.shatter_psyche","粉碎心靈"
"specials.name.shatter_soul","破碎靈魂"
"specials.name.shattering_shriek","震撼尖叫"
"specials.name.shattering_warcry","震撼戰嚎"
"specials.name.shed_skin","蛻皮"
"specials.name.shieldmaidens_protection","神盾女侍的守護"
"specials.name.shifting_mindless_attack","變幻莽夫亂拳"
"specials.name.shimmering_shield","閃耀金盾"
"specials.name.shock_bolt","震駭閃電"
"specials.name.shock_ultimatum","震駭通牒"
"specials.name.shocking_news","震驚的消息"
"specials.name.shrill_announcement","尖銳公告"
"specials.name.shy_jab_dragon_pve","害羞猛刺"
"specials.name.sickening_glow","作嘔螢光"
"specials.name.sickle_of_eradication","斬草除根"
"specials.name.sickle_of_wu","吳國之鐮"
"specials.name.sickle_trouble","鐮刀麻煩"
"specials.name.sideswipe","側翼攻擊"
"specials.name.sigil_of_the_sun","太陽符咒"
"specials.name.silencing_stick_up","無聲劫案"
"specials.name.silent_takedown","無聲擊倒"
"specials.name.sinister_enlace","邪惡糾纏"
"specials.name.sinister_enlace_deadly","邪惡糾纏"
